https://www.goodreads.com/list/show/96282._ReadPOC_List_of_Romance_Books_by_Authors_of_Color,,,,,
"No Turning Back (Liliana, #3)",Neva Squires-Rodriguez,https://www.goodreads.com/author/show/8507331.Neva_Squires_Rodriguez,4.3,27,https://goodreads.com/book/show/25506341-no-turning-back
,,,,,
Miscegenist Sabishii,Pepper Pace,https://www.goodreads.com/author/show/5409221.Pepper_Pace,4.08,723,https://goodreads.com/book/show/16128587-miscegenist-sabishii
,,,,,
The Come Up,Nia Forrester,https://www.goodreads.com/author/show/6447432.Nia_Forrester,4.67,469,https://goodreads.com/book/show/25145434-the-come-up
,,,,,
The Seeing Place,Aziza Eden Walker,https://www.goodreads.com/author/show/14958128.Aziza_Eden_Walker,4.09,22,https://goodreads.com/book/show/28959988-the-seeing-place
,,,,,
Breaking His Rules,Aliza Mann,https://www.goodreads.com/author/show/6552478.Aliza_Mann,3.71,114,https://goodreads.com/book/show/40945652-breaking-his-rules
,,,,,
"The Silent Waters (Elements, #3)",Brittainy C. Cherry,https://www.goodreads.com/author/show/7121791.Brittainy_C_Cherry,4.38,18562,https://goodreads.com/book/show/29963453-the-silent-waters
,,,,,
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,https://www.goodreads.com/author/show/4637539.Tahereh_Mafi,3.96,275814,https://goodreads.com/book/show/10429045-shatter-me
,,,,,
Tikka Chance on Me,Suleikha Snyder,https://www.goodreads.com/author/show/4667140.Suleikha_Snyder,3.95,1280,https://goodreads.com/book/show/42426261-tikka-chance-on-me
,,,,,
Living Out Loud (Free Fall #4),Christina  Lee,https://www.goodreads.com/author/show/7060187.Christina_Lee,4.04,1014,https://goodreads.com/book/show/36196860-living-out-loud
,,,,,
"When Dimple Met Rishi (Dimple and Rishi, #1)",Sandhya Menon,https://www.goodreads.com/author/show/14834224.Sandhya_Menon,3.71,40562,https://goodreads.com/book/show/28458598-when-dimple-met-rishi
,,,,,
Love Bi the Way,Bhaavna Arora,https://www.goodreads.com/author/show/8302876.Bhaavna_Arora,3.4,127,https://goodreads.com/book/show/31927550-love-bi-the-way
,,,,,
"The Wedding Date (The Wedding Date, #1)",Jasmine Guillory,https://www.goodreads.com/author/show/16287225.Jasmine_Guillory,3.56,62745,https://goodreads.com/book/show/33815781-the-wedding-date
,,,,,
"Shards of Hope (Psy-Changeling, #14)",Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,4.35,12668,https://goodreads.com/book/show/17159943-shards-of-hope
,,,,,
Kissing the Canvas,Billy London,https://www.goodreads.com/author/show/4933112.Billy_London,4.06,167,https://goodreads.com/book/show/21880581-kissing-the-canvas
,,,,,
Closer Than Close,Bettye Griffin,https://www.goodreads.com/author/show/192258.Bettye_Griffin,3.67,6,https://goodreads.com/book/show/6389883-closer-than-close
,,,,,
Not Broken (Firebacks) (Volume 2),Linda Verji,https://www.goodreads.com/author/show/8281663.Linda_Verji,4,2,https://goodreads.com/book/show/25974515-not-broken-firebacks
,,,,,
Bitten By Deceit,Shawntelle Madison,https://www.goodreads.com/author/show/5116661.Shawntelle_Madison,3.33,185,https://goodreads.com/book/show/17458484-bitten-by-deceit
,,,,,
Fit (Fit Trilogy #1),Rebekah Weatherspoon,https://www.goodreads.com/author/show/4567695.Rebekah_Weatherspoon,3.47,933,https://goodreads.com/book/show/21801485-fit
,,,,,
"Heroine Complex (Heroine Complex, #1)",Sarah Kuhn,https://www.goodreads.com/author/show/612167.Sarah_Kuhn,3.64,3085,https://goodreads.com/book/show/27209443-heroine-complex
,,,,,
The Holiday Secret,Neva Squires-Rodriguez,https://www.goodreads.com/author/show/8507331.Neva_Squires_Rodriguez,4.67,6,https://goodreads.com/book/show/27873564-the-holiday-secret
,,,,,
How To Love A Crook (Crooked In Love Book 2),Linda Verji,https://www.goodreads.com/author/show/8281663.Linda_Verji,4.33,87,https://goodreads.com/book/show/37278621-how-to-love-a-crook
,,,,,
Lush Money (Filthy Rich #1),Angelina M. Lopez,https://www.goodreads.com/author/show/19213274.Angelina_M_Lopez,3.86,226,https://goodreads.com/book/show/46038661-lush-money
,,,,,
Love Next Door,Amina Thula,https://www.goodreads.com/author/show/10787840.Amina_Thula,3.64,14,https://goodreads.com/book/show/28959690-love-next-door
,,,,,
"The Games We Play (Sizzle & Burn, #2)",Linda Verji,https://www.goodreads.com/author/show/8281663.Linda_Verji,4,109,https://goodreads.com/book/show/34819640-the-games-we-play
,,,,,
"The Lawyer's Luck (Home to Milford College, #0.5)",Piper Huguley,https://www.goodreads.com/author/show/8157342.Piper_Huguley,4.19,291,https://goodreads.com/book/show/22602009-the-lawyer-s-luck
,,,,,
"Mating Needs (A.L.F.A., #2)",Milly Taiden,https://www.goodreads.com/author/show/6521898.Milly_Taiden,4.11,303,https://goodreads.com/book/show/34888538-mating-needs
,,,,,
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,https://www.goodreads.com/author/show/4637539.Tahereh_Mafi,4.24,161894,https://goodreads.com/book/show/13104080-unravel-me
,,,,,
"The Countess Conspiracy (Brothers Sinister, #3)",Courtney Milan,https://www.goodreads.com/author/show/2906892.Courtney_Milan,3.93,9202,https://goodreads.com/book/show/13489925-the-countess-conspiracy
,,,,,
"Darkness Calls (Hunter Kiss, #2)",Marjorie M. Liu,https://www.goodreads.com/author/show/35022.Marjorie_M_Liu,3.93,2814,https://goodreads.com/book/show/5531637-darkness-calls
,,,,,
"An Extraordinary Union (The Loyal League, #1)",Alyssa Cole,https://www.goodreads.com/author/show/7790155.Alyssa_Cole,3.87,4833,https://goodreads.com/book/show/30237404-an-extraordinary-union
,,,,,
"Never Over You (Never Over You, #3)",Ryleigh Andrews,https://www.goodreads.com/author/show/9471968.Ryleigh_Andrews,4.24,221,https://goodreads.com/book/show/25670570-never-over-you
,,,,,
"His Pretend Baby: 50 Loving States, Oregon",Theodora Taylor,https://www.goodreads.com/author/show/5368773.Theodora_Taylor,4.16,1182,https://goodreads.com/book/show/28689287-his-pretend-baby
,,,,,
"Hurts to Love You (Forbidden Hearts, #3)",Alisha Rai,https://www.goodreads.com/author/show/2987418.Alisha_Rai,3.89,2176,https://goodreads.com/book/show/35068637-hurts-to-love-you
,,,,,
"Angels' Blood (Guild Hunter, #1)",Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,4.1,73080,https://goodreads.com/book/show/3819326-angels-blood
,,,,,
Harmony,Sienna Mynx,https://www.goodreads.com/author/show/4401574.Sienna_Mynx,4.07,560,https://goodreads.com/book/show/18849672-harmony
,,,,,
"The Kiss Quotient (The Kiss Quotient, #1)",Helen Hoang,https://www.goodreads.com/author/show/17147855.Helen_Hoang,3.89,119732,https://goodreads.com/book/show/36199084-the-kiss-quotient
,,,,,
Marriage Bed Secrets,Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,3.57,848,https://goodreads.com/book/show/26512889-marriage-bed-secrets
,,,,,
"The Love Contract (Sizzle & Burn, #3)",Linda Verji,https://www.goodreads.com/author/show/8281663.Linda_Verji,3.98,49,https://goodreads.com/book/show/34879331-the-love-contract
,,,,,
"Outlander (Outlander, #1)",Diana Gabaldon,https://www.goodreads.com/author/show/3617.Diana_Gabaldon,4.23,792822,https://goodreads.com/book/show/10964.Outlander
,,,,,
"Archangel's Blade (Guild Hunter, #4)",Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,4.26,28775,https://goodreads.com/book/show/8074967-archangel-s-blade
,,,,,
"The Fire King (Dirk & Steele, #9)",Marjorie M. Liu,https://www.goodreads.com/author/show/35022.Marjorie_M_Liu,3.99,1365,https://goodreads.com/book/show/6344424-the-fire-king
,,,,,
Daughters of a Nation: A Black Suffragette Historical Romance Anthology,Kianna Alexander,https://www.goodreads.com/author/show/3029237.Kianna_Alexander,3.83,116,https://goodreads.com/book/show/32809732-daughters-of-a-nation
,,,,,
"Bonds of Justice (Psy-Changeling, #8)",Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,4.06,18754,https://goodreads.com/book/show/7044445-bonds-of-justice
,,,,,
"Come Home Again (The Donovans, #1)",Nana Malone,https://www.goodreads.com/author/show/4341612.Nana_Malone,3.78,1534,https://goodreads.com/book/show/22035427-come-home-again
,,,,,
"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,https://www.goodreads.com/author/show/17147855.Helen_Hoang,3.91,53789,https://goodreads.com/book/show/39338454-the-bride-test
,,,,,
"How To Tempt A Crook (Crooked in Love, #1)",Linda Verji,https://www.goodreads.com/author/show/8281663.Linda_Verji,4.14,209,https://goodreads.com/book/show/36387385-how-to-tempt-a-crook
,,,,,
"The Mane Event (Pride, #1)",Shelly Laurenston,https://www.goodreads.com/author/show/65137.Shelly_Laurenston,3.96,22079,https://goodreads.com/book/show/341027.The_Mane_Event
,,,,,
Someone to Love,Pepper Pace,https://www.goodreads.com/author/show/5409221.Pepper_Pace,4.01,230,https://goodreads.com/book/show/15790265-someone-to-love
,,,,,
"Tiger Eye (Dirk & Steele,  #1)",Marjorie M. Liu,https://www.goodreads.com/author/show/35022.Marjorie_M_Liu,3.8,4836,https://goodreads.com/book/show/93479.Tiger_Eye
,,,,,
"The Right Man for the Job (The Campbell Siblings, #2)",Alisha Rai,https://www.goodreads.com/author/show/2987418.Alisha_Rai,0,0,https://goodreads.com/book/show/27426918-the-right-man-for-the-job
,,,,,
"Acting on Impulse (Love on Cue, #1)",Mia Sosa,https://www.goodreads.com/author/show/14552097.Mia_Sosa,3.67,672,https://goodreads.com/book/show/33783458-acting-on-impulse
,,,,,
Their Perfect Melody (Matched to Perfection #3),Priscilla Oliveras,https://www.goodreads.com/author/show/16322252.Priscilla_Oliveras,3.74,112,https://goodreads.com/book/show/39208294-their-perfect-melody
,,,,,
"Wolf with Benefits (Pride, #8)",Shelly Laurenston,https://www.goodreads.com/author/show/65137.Shelly_Laurenston,4.3,9266,https://goodreads.com/book/show/15745446-wolf-with-benefits
,,,,,
Sated (Fit Trilogy #3),Rebekah Weatherspoon,https://www.goodreads.com/author/show/4567695.Rebekah_Weatherspoon,3.75,490,https://goodreads.com/book/show/25437986-sated
,,,,,
The Price of Success,Maya Blake,https://www.goodreads.com/author/show/2967318.Maya_Blake,3.99,215,https://goodreads.com/book/show/16123455-the-price-of-success
,,,,,
Loving Mr. Daniels,Brittainy C. Cherry,https://www.goodreads.com/author/show/7121791.Brittainy_C_Cherry,4.25,28823,https://goodreads.com/book/show/20348781-loving-mr-daniels
,,,,,
"Rock Wedding (Rock Kiss, #4)",Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,4.03,4572,https://goodreads.com/book/show/28937797-rock-wedding
,,,,,
"Dirty Deeds (Cole McGinnis, #4)",Rhys Ford,https://www.goodreads.com/author/show/4968409.Rhys_Ford,4.4,1763,https://goodreads.com/book/show/20345930-dirty-deeds
,,,,,
"The Bollywood Bride (Bollywood, #2)",Sonali Dev,https://www.goodreads.com/author/show/7025918.Sonali_Dev,3.55,2559,https://goodreads.com/book/show/18938929-the-bollywood-bride
,,,,,
On The Edge of Love (Mama's Brood #1),Shay Rucker,https://www.goodreads.com/author/show/13026338.Shay_Rucker,4.41,904,https://goodreads.com/book/show/38464795-on-the-edge-of-love
,,,,,
"Archangel's Legion (Guild Hunter, #6)",Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,4.44,20674,https://goodreads.com/book/show/15808767-archangel-s-legion
,,,,,
"The Wild Road (Dirk & Steele, #8)",Marjorie M. Liu,https://www.goodreads.com/author/show/35022.Marjorie_M_Liu,3.98,1531,https://goodreads.com/book/show/2712887-the-wild-road
,,,,,
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",Benjamin Alire Sáenz,https://www.goodreads.com/author/show/4841310.Benjamin_Alire_S_enz,4.34,236750,https://goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe
,,,,,
New Blood (Heart of Lies #2),Alma Muerte,https://www.goodreads.com/author/show/17065081.Alma_Muerte,4.5,10,https://goodreads.com/book/show/36636593-new-blood
,,,,,
Delicious Temptation (Delicious Desires #1),Sabrina Sol,https://www.goodreads.com/author/show/6591301.Sabrina_Sol,3.58,290,https://goodreads.com/book/show/25496297-delicious-temptation
,,,,,
"Veiled Seduction (Veiled, #2)",Alisha Rai,https://www.goodreads.com/author/show/2987418.Alisha_Rai,3.62,275,https://goodreads.com/book/show/8438786-veiled-seduction
,,,,,
Wicked Temptation (Hollis Brothers Book 2),Linda Verji,https://www.goodreads.com/author/show/8281663.Linda_Verji,4.06,93,https://goodreads.com/book/show/28107675-wicked-temptation
,,,,,
"Wheels of Steel: Book 2 (Wheels of Steel, #2)",Pepper Pace,https://www.goodreads.com/author/show/5409221.Pepper_Pace,4.29,513,https://goodreads.com/book/show/13570725-wheels-of-steel
,,,,,
"Archangel's War (Guild Hunter, #12)",Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,4.5,7601,https://goodreads.com/book/show/42599859-archangel-s-war
,,,,,
"The Rose & the Dagger (The Wrath and the Dawn, #2)",Renée Ahdieh,https://www.goodreads.com/author/show/4600197.Ren_e_Ahdieh,4.12,54102,https://goodreads.com/book/show/23308084-the-rose-the-dagger
,,,,,
"Fur Fox's Sake (Shifters Undercover, #2)",Milly Taiden,https://www.goodreads.com/author/show/6521898.Milly_Taiden,3.95,728,https://goodreads.com/book/show/33027489-fur-fox-s-sake
,,,,,
"The Space Between (Space, #1)",Victoria H. Smith,https://www.goodreads.com/author/show/6440255.Victoria_H_Smith,3.72,1164,https://goodreads.com/book/show/16281159-the-space-between
,,,,,
Paint the Stars (Free Fall #3),Christina  Lee,https://www.goodreads.com/author/show/7060187.Christina_Lee,4.21,842,https://goodreads.com/book/show/34401863-paint-the-stars
,,,,,
"Gunpowder Alchemy (The Gunpowder Chronicles, #1)",Jeannie Lin,https://www.goodreads.com/author/show/3496825.Jeannie_Lin,3.63,501,https://goodreads.com/book/show/22837890-gunpowder-alchemy
,,,,,
"Kiss of Snow (Psy-Changeling, #10)",Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,4.46,26934,https://goodreads.com/book/show/8712343-kiss-of-snow
,,,,,
"Trashed (Eastside Brewery, #2)",Mia Hopkins,https://www.goodreads.com/author/show/7700620.Mia_Hopkins,4.11,301,https://goodreads.com/book/show/36607472-trashed
,,,,,
"Lord of the Abyss (Royal House of Shadows, #4)",Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,4.11,7543,https://goodreads.com/book/show/10802904-lord-of-the-abyss
,,,,,
"Big Bad Beast (Pride, #6)",Shelly Laurenston,https://www.goodreads.com/author/show/65137.Shelly_Laurenston,4.37,11749,https://goodreads.com/book/show/8538297-big-bad-beast
,,,,,
"Dance with Me (Dance Off, #2)",Alexis Daria,https://www.goodreads.com/author/show/14057528.Alexis_Daria,3.87,367,https://goodreads.com/book/show/35832887-dance-with-me
,,,,,
"The Heiress Effect (Brothers Sinister, #2)",Courtney Milan,https://www.goodreads.com/author/show/2906892.Courtney_Milan,3.92,11459,https://goodreads.com/book/show/13489922-the-heiress-effect
,,,,,
Mostly Sunny (Sunny and Warm #1),Jamie  Pope,https://www.goodreads.com/author/show/80143.Jamie_Pope,3.92,87,https://goodreads.com/book/show/37793078-mostly-sunny
,,,,,
"The Turning (Urban Vampire, #1)",Pepper Pace,https://www.goodreads.com/author/show/5409221.Pepper_Pace,4.09,263,https://goodreads.com/book/show/13302743-the-turning
,,,,,
"The Iron Hunt (Hunter Kiss, #1)",Marjorie M. Liu,https://www.goodreads.com/author/show/35022.Marjorie_M_Liu,3.61,5657,https://goodreads.com/book/show/2281814.The_Iron_Hunt
,,,,,
Sealed with a Kiss,Gwynne Forster,https://www.goodreads.com/author/show/2517.Gwynne_Forster,4.07,68,https://goodreads.com/book/show/3377271-sealed-with-a-kiss
,,,,,
The Rearranged Life,Annika Sharma,https://www.goodreads.com/author/show/12111845.Annika_Sharma,3.91,167,https://goodreads.com/book/show/24356955-the-rearranged-life
,,,,,
Between You and Me,Lynn  Turner,https://www.goodreads.com/author/show/16954088.Lynn_Turner,4.1,98,https://goodreads.com/book/show/35961535-between-you-and-me
,,,,,
"A Bollywood Affair (Bollywood, #1)",Sonali Dev,https://www.goodreads.com/author/show/7025918.Sonali_Dev,3.71,5630,https://goodreads.com/book/show/17707787-a-bollywood-affair
,,,,,
Hot as Hades,Alisha Rai,https://www.goodreads.com/author/show/2987418.Alisha_Rai,3.64,823,https://goodreads.com/book/show/12386784-hot-as-hades
,,,,,
His Secret Desire,Linda Verji,https://www.goodreads.com/author/show/8281663.Linda_Verji,4.41,46,https://goodreads.com/book/show/25976182-his-secret-desire
,,,,,
Huntress,Malinda Lo,https://www.goodreads.com/author/show/2884780.Malinda_Lo,3.79,10686,https://goodreads.com/book/show/9415946-huntress
,,,,,
"Silver Phoenix (Kingdom of Xia, #1)",Cindy Pon,https://www.goodreads.com/author/show/2471183.Cindy_Pon,3.56,3352,https://goodreads.com/book/show/5577995-silver-phoenix
,,,,,
"Sanctuary  (Beards and Bondage, #2)",Rebekah Weatherspoon,https://www.goodreads.com/author/show/4567695.Rebekah_Weatherspoon,3.85,422,https://goodreads.com/book/show/35209847-sanctuary
,,,,,
"Ocean Light (Psy-Changeling Trinity, #2; Psy-Changeling, #17)",Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,4.2,7551,https://goodreads.com/book/show/36147502-ocean-light
,,,,,
A Tailor-Made Romance,Sadie Finney,https://www.goodreads.com/author/show/7009549.Sadie_Finney,3.83,12,https://goodreads.com/book/show/28960265-a-tailor-made-romance
,,,,,
Disasterology 101,Taylor V. Donovan,https://www.goodreads.com/author/show/4959678.Taylor_V_Donovan,4,1834,https://goodreads.com/book/show/16082174-disasterology-101
,,,,,
"Archangel's Storm (Guild Hunter, #5)",Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,4.29,22020,https://goodreads.com/book/show/15848751-archangel-s-storm
,,,,,
"London Bound (Chase Brothers, #1)",Nana Malone,https://www.goodreads.com/author/show/4341612.Nana_Malone,3.92,764,https://goodreads.com/book/show/21431580-london-bound
,,,,,
Rebellion Book III: Book of Choi,Grea Alexander,https://www.goodreads.com/author/show/6604619.Grea_Alexander,4.62,8,https://goodreads.com/book/show/43797213-rebellion-book-iii
,,,,,
Back to Life (Back to Life #1),Danielle Allen,https://www.goodreads.com/author/show/6523680.Danielle_Allen,4.28,164,https://goodreads.com/book/show/18247098-back-to-life
,,,,,
Twin Souls (The Guardians: Book 2),D.M. Mortier,https://www.goodreads.com/author/show/9844820.D_M_Mortier,4.39,142,https://goodreads.com/book/show/28803656-twin-souls
,,,,,
"Taming Romeo (Sánchez Sisters, #1)",Rachelle Ayala,https://www.goodreads.com/author/show/5753921.Rachelle_Ayala,3.86,135,https://goodreads.com/book/show/20791439-taming-romeo
,,,,,
If You Walked In My Shoes,Gwynne Forster,https://www.goodreads.com/author/show/2517.Gwynne_Forster,3.82,115,https://goodreads.com/book/show/2334465.If_You_Walked_In_My_Shoes
,,,,,
"Archangel's Prophecy (Guild Hunter, #11)",Nalini Singh,https://www.goodreads.com/author/show/71688.Nalini_Singh,4.27,8710,https://goodreads.com/book/show/38350780-archangel-s-prophecy
,,,,,
Never Just Friends,Mina V. Esguerra,https://www.goodreads.com/author/show/3014313.Mina_V_Esguerra,3.51,81,https://goodreads.com/book/show/23460097-never-just-friends
,,,,,
"Bounce (Loving on the Edge, #1)",K.M. Jackson,https://www.goodreads.com/author/show/6451965.K_M_Jackson,3.77,365,https://goodreads.com/book/show/21920697-bounce
,,,,,
"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renée Ahdieh,https://www.goodreads.com/author/show/4600197.Ren_e_Ahdieh,4.14,104364,https://goodreads.com/book/show/18798983-the-wrath-and-the-dawn
,,,,,
"Losing You (Stars On Fire, #4)",Ryleigh Andrews,https://www.goodreads.com/author/show/9471968.Ryleigh_Andrews,4.6,77,https://goodreads.com/book/show/29101896-losing-you
,,,,,
"Talk Sweetly to Me (Brothers Sinister, #4.5)",Courtney Milan,https://www.goodreads.com/author/show/2906892.Courtney_Milan,3.67,4069,https://goodreads.com/book/show/23000024-talk-sweetly-to-me
,,,,,
"Temptation Rising (The Shadow Shifters, #1)",A.C. Arthur,https://www.goodreads.com/author/show/100764.A_C_Arthur,3.8,754,https://goodreads.com/book/show/12160940-temptation-rising
,,,,,
Rebellion Book I: Book of Quay,Grea Alexander,https://www.goodreads.com/author/show/6604619.Grea_Alexander,4.36,22,https://goodreads.com/book/show/43796921-rebellion-book-i
,,,,,
How to Say Goodbye,Amber Lin,https://www.goodreads.com/author/show/5827158.Amber_Lin,3.6,761,https://goodreads.com/book/show/20657293-how-to-say-goodbye
,,,,,
Man-to-Man Coverage,Nico Jaye,https://www.goodreads.com/author/show/5840673.Nico_Jaye,3.7,464,https://goodreads.com/book/show/13699797-man-to-man-coverage
,,,,,
"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,https://www.goodreads.com/author/show/151371.Jenny_Han,4.12,210579,https://goodreads.com/book/show/20698530-p-s-i-still-love-you
,,,,,
At Her Feet,Rebekah Weatherspoon,https://www.goodreads.com/author/show/4567695.Rebekah_Weatherspoon,3.74,583,https://goodreads.com/book/show/17290869-at-her-feet
,,,,,
Delicious Complication,Sabrina Sol,https://www.goodreads.com/author/show/6591301.Sabrina_Sol,3.86,178,https://goodreads.com/book/show/26135223-delicious-complication
,,,,,
If The Dress Fits,Carla de Guzman,https://www.goodreads.com/author/show/10635468.Carla_de_Guzman,3.41,376,https://goodreads.com/book/show/32616031-if-the-dress-fits
,,,,,
"Hold Me (Cyclone, #2)",Courtney Milan,https://www.goodreads.com/author/show/2906892.Courtney_Milan,4.02,1784,https://goodreads.com/book/show/24348034-hold-me
,,,,,
Take Me As I Am,Danie Ford,https://www.goodreads.com/author/show/17132186.Danie_Ford,2.45,20,https://goodreads.com/book/show/36152400-take-me-as-i-am
,,,,,
"The Bittersweet Bride (Advertisements for Love, #1)",Vanessa Riley,https://www.goodreads.com/author/show/6949811.Vanessa_Riley,3.48,222,https://goodreads.com/book/show/36679612-the-bittersweet-bride
,,,,,
"Signal Boost (Off the Grid, #2)",Alyssa Cole,https://www.goodreads.com/author/show/7790155.Alyssa_Cole,3.72,436,https://goodreads.com/book/show/24845577-signal-boost
,,,,,
"The Mark of Noba (The Sterling Wayfairer, #1)",G.L. Tomas,https://www.goodreads.com/author/show/14181072.G_L_Tomas,3.81,176,https://goodreads.com/book/show/26090003-the-mark-of-noba
,,,,,
Blood Ties (Heart of Lies #1),Alma Muerte,https://www.goodreads.com/author/show/17065081.Alma_Muerte,4.73,11,https://goodreads.com/book/show/36635831-blood-ties
,,,,,
"The Trouble with Romance (Cupid, #2)",Tamara Philip,https://www.goodreads.com/author/show/8415755.Tamara_Philip,4.54,26,https://goodreads.com/book/show/24889889-the-trouble-with-romance
,,,,,
Happiness In Jersey,Jacinta Howard,https://www.goodreads.com/author/show/8194581.Jacinta_Howard,4.44,595,https://goodreads.com/book/show/22555255-happiness-in-jersey
,,,,,
